state,district,state_id,district_id,phone_1,title,phone_2,last_verified_on,quantity_available,verification_status,resource_type
Maharashtra,Thane,22,394,9810874440,Ajay Medical Nameless,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,80500244160,Swasti Healthcare ,7947200000,4/27/2021 2:25pm,,pending (not verified),
Uttar Pradesh,Ghaziabad,35,638,8019580003,Akbar Oxygen Aditya air product,,4/30/2021 18:55pm,,Call again,
Delhi (NCT),New Delhi,12,158,9205202518,Ram gas agency ,,4/27/2021 18:50:00,,Unavailable but verified,
Delhi (NCT),New Delhi,12,158,8050024416,Swasti Healthcare ,7947200000,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9730345679,"Hi Tech gases Shree Parshwprem Murti Pujak Jain Sangh, Thane",,5/3/2021 16:06:55,,Call again,
Maharashtra,Aurangabad,22,365,9916933330,Sewa from Sahayhastha Rukmani Metals and Gases India (I LTD.),,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9820057294,"Oxygen center, Ghatkoper Sadharam gas",,2021-05-01 16:15,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,8899253909,S P Industries Ravi,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,6203811306, Shree Worli Jain Shwetamber Murtipujak Tapagachchh Sangh,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9811198769,Vandana X,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Kanpur Nagar,35,651,9428601602,Mahavir Sales Oxygen,,5/1/2021 18:35:00,,Call again,
Maharashtra,Nashik,22,383,9324555088,JAGDUSHA GHATKOPAR WEST Laxmi Gases,,4/27/2021 14:25:00,,Pending,
Chhattisgarh,Raipur,10,148,9302361581,Raipur Dasmesh Seva devendra Nagar ,,4/22/2021 12:43:00,,Call again,
Uttar Pradesh,Kanpur Nagar,35,651,8208515092,Awadh Oxygen Baba oxygen,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,8951755722,Hunner Grover Hunner Grover,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Ghaziabad,35,638,9341045631,Siga Gases (Naveen) Goyal MG Gases Pvt Ltd,,4/30/2021 18:56pm,,Call again,
Maharashtra,Mumbai City,22,378,9825027749,Urmi Oxygen Adi Pia Enterprises,,5/1/2021 15:48:29,,Unavailable but verified,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9820985900,SR gases Arul Kumar,9029060000,4/27/2021 14:25:00,,Pending,
Maharashtra,Pune,22,387,7636822606,Assam Air Products Pvt. Ltd. Oxygen,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,8080106018,Maharashtra Health care Shree Marine Drive Jain Aaradhak Trust,,2021-05-01 15:49:37,,Unavailable but verified,
Delhi (NCT),New Delhi,12,158,9849979729,Puvvada Sri Hari Deepak,,4/27/2021 2:25pm,,pending (not verified),
Telangana,Hyderabad,33,571,9843484215,Airpack Gases Oxyvision Medical Gases,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,7507993999,Shivam Gases Durga Agencies,7508000000,4/27/2021 2:25pm,,pending (not verified),
Maharashtra,Palghar,22,385,9820488641,Satramdas Air Products Awadh Oxygen,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9871012355,Sri Sukhmani society ,,4/27/2021 14:28:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9312207777,in Badarpur Jamiat Ulama (Gowripalya),,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,8082382468, Kumar Enterprises,,4/27/2021 14:25:00,,Pending,
Telangana,Hyderabad,33,571,9869766304,"Dongri Jain Sangh, Omar Bhai Oxygen",,4/27/2021 14:25:00,,Pending,
Gujarat,Vadodara,14,198,9594924484,Abhishek AIMS Industries,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9435155535,Assam Air Products Pvt. Ltd. Shahid Malik,,4/27/2021 2:25pm,,pending (not verified),
Uttar Pradesh,Lucknow,35,657,9415018726,Oxygen Cylinder (Small) Lucknow,,4/24/2021 17:31:00,,Call again,
Telangana,Hyderabad,33,571,7276262264,Nameless MD Shaifuddin Oxygen,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,8177008800,"Haresh Bhai / Ketan Bhai / Jayesh Bhai, Veer Foundation Oxygen Cylinders",,5/1/2021 15:45:00,,Invalid,
Maharashtra,Mumbai City,22,378,9996815222,Divya Air Product KNEW ELECTRIC LOHAR CHAWL,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9108010367,Mahalaxmi Gases CHINTAMANI DERASAR GHATKOPAR WEST,,4/27/2021 14:25:00,, ,
Delhi (NCT),New Delhi,12,158,9986966909,Sports 365 STAR Special Gases IMT Manesar,6304500000,5/1/2021 12:08:00,,Call again,
Delhi (NCT),New Delhi,12,158,9214979302,Kalinga Gases Sawaab Samaj Foundation,,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,80267086500,Sreelakshmi Medical And Surgical Sanjay Sarcar,8025900000,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai Suburban,22,379,9879328855,Rahmah Foundationn Anywherein Mumbai Manoj,,4/30/2021 17:00:00,,Available and verified,
Madhya Pradesh,Gwalior,21,329,9443232741,Star Surgicals ,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9305586178,"- Shree Sambhavnathji Jain Derasar, Boriwali West",,5/3/2021 16:05:28,,Pending,
Gujarat,Surat,14,200,9822720066,Aditya Air ProductsPvt. Ltd. Agrawal Samaj Health Centre-Free Oxygen,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9837004798,Universal Gas Company ,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9442574805,Arasan Gas Manjunatha Air Products,,4/30/2021 17:40:00,,Call again,
Maharashtra,Mumbai City,22,378,9873436222,Oxygen - Refill RAMESH BHAI,,4/27/2021 14:25:00,,Pending,
Gujarat,Surat,14,200,9844092022,Karnatak Industrial Gases Pvt. Ltd. Agrawal Samaj Health Centre-Free Oxygen,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Varanasi,35,682,9838770372,Ganesh Oxygen ,,5/1/2021 20:29:00,,Call again,
Delhi (NCT),New Delhi,12,158,9811565671,Sri Sukhmani society ,,4/27/2021 14:31:00,,Pending,
Bihar,Patna,8,112,9308409095,Gaurav Sinha ,,4/27/2021 14:29:00,,Unavailable but verified,
Uttar Pradesh,Varanasi,35,682,7210114978,Panki Annapurna Gases,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9452302059,Kamrup industrial gases limited ,,4/27/2021 14:25:00,,Pending,
Haryana,Gurgaon,15,206,9334101941,Fahat Mithilesh,,4/27/2021 14:25:00,,Pending,
Assam,Kamrup Metropolitan,7,70,9.8201E+19,Shree Shantinath Shw. Mu. Jain Trust Mandal Assam Air Products Pvt. Ltd.,,4/27/2021 2:25pm,,pending (not verified),
Bihar,Patna,8,112,9335732699,Sri Anil Babbar Gaurav Singha,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Allahabad,35,610,9688610111,Sri Balaji Enterprises ,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Aligarh,35,609,9892141664,"Shree Sankheshwar Bawan Jinalay Murtipujak Jain Sangh, Thane K.A gases",9920070000,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9820734786,Sheth Motisha Jain Sangh Ramesh,7021670000,4/27/2021 14:25:00,,Pending,
Maharashtra,Pune,22,387,8866311191,ABC Distributor Raigad Gas India Pvt. Ltd.,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9,Oxygen ,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Aligarh,35,609,9.87027E+19,"Shree Hirsuri Jain Sangh, NIMESH BHAI, MANISH BHAI, K.c industries",,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Muzaffarnagar,35,666,99678997850,RSS Jankalyan Samiti BABA gases,,5/1/2021,,Pending,
Maharashtra,Mumbai City,22,378,9873472052,Oxygen - Refill Rajan Shah,,5/1/2021 15:48:32,,Invalid,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9453033818,Mayur Gases Pvt. Ltd. Oxygen,,4/30/2021 17:40:00,,Call again,
West Bengal,North 24 Parganas,37,711,9831205205,Raju ,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,8318764993,Shadab Lucknow,,4/24/2021 17:27:00,,Call again,
Delhi (NCT),New Delhi,12,158,9310586617, Amedkar hospital,,5/1/2021 8:15:00,,Unavailable but verified,
Delhi (NCT),New Delhi,12,158,9811504547,Saanjh ,,4/27/2021 14:23:00,,Call again,
Uttar Pradesh,Gorakhpur,35,641,9870328855,Ibrahim Modi Chemicals & Industries,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9315137189, AMRUT NAGAR GHATKOPAR WEST,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),North Delhi,12,159,9810180710,Mayank Oxygen99,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Mathura,35,661,9996322100,Gupta Industrial Gases Pvt. Ltd. Universal Gas Company,9996400000,4/27/2021 14:25:00,,Call again,
Haryana,Ambala,15,201,9391114386,Oxyvision Medical Gases Lakshmi Carbide,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9811511698,Sri Sukhmani society ,,4/27/2021 14:27:00,,Call again,
Chhattisgarh,Raipur,10,148,9303656143,MM Charitable trust ,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Varanasi,35,682,9746157567,Oxygen for Rent Indian Air Gases Limited,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9867200250,Navjivan Jain Derasar ,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9811136674,Mohammad humayun chandna ,,4/27/2021 14:33:00,,Pending,
Maharashtra,Nashik,22,383,9137998527,DIPAK BHAI Pinnacle Industries,,4/27/2021 14:25:00,,Pending,
Gujarat,Rajkot,14,194,9205018601,Mohd Anas ,,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,9304120054,Jumbo Oxygen Cylinder in AGAMKUAN DIPAK BHAI,,4/27/2021 2:25pm 5/1/2021 1:27PM,,Unavailable but verified,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9837004798,Universal gases Well Care Oxygens,,4/30/2021 19:56:00,,Call again,
Delhi (NCT),New Delhi,12,158,9415040705,Murari Gases Pvt. Ltd. Ramsharan ji,,5/1/2021 18:04:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9998970049,Nameless Bhuruka Gases Ltd.,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9370025610,Balaji Air Product Spec & Cal Gases Pvt Ltd. Contact Person: K Manoharan,8600840000,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9810915637,Shahid Malik Home delivery available,,5/1/2021 12:05:00,,Call again,
Bihar,Patna,8,112,8552844069,Jaydeep Oxygen Oxygen Bank,,4/27/2021 14:25:00,,Pending,
Tamil Nadu,Coimbatore,32,539,9940033333,O2-Matic - Sanjay (founder),,5/1/2021 12.29PM,,Available and verified,
Punjab,Ludhiana,29,489,9727273189,Abc Surgical & Medical co. ,,4/27/2021 14:28:00,,Available and verified,
Bihar,Patna,8,112,9911052911,Oxygen Cylinders Zero Mile,,4/27/2021 14:25:00,,Pending,
Tamil Nadu,Coimbatore,32,539,9820444815,"Jayesh Bhai, Ankur Bhai Kalyan gas",,4/30/2021 19:25:00,,Invalid,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9985636501,Oxygen Suppliers (no other name given) Sageer Ahmed,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Varanasi,35,682,8858791558,Indian Air Ltd ,,5/1/2021 20:42:00,,Call again,
Maharashtra,Mumbai City,22,378,9956825451,"Prayag Drug agency Jayesh Bhai, Ankur Bhai",,4/30/3031 19:40:00,,Invalid,
Punjab,Ludhiana,29,489,8128135201,QE Healthcare ,,4/22/2021 12:44:00,,Call again,
West Bengal,Malda,37,708,9734475423,Rajesh Malda Medicine Center,,4/29/2021 20:00:00,Procured from govt on a need basis.,Available and verified,
Maharashtra,Pune,22,387,8700013641,Praveen Healthcare Scientific,,4/24/2021 16:41:00,,Pending,
Uttar Pradesh,Kanpur Nagar,35,651,8052655796,Keshav Sujeet Oxygen,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9894202000,Vijay Kumar Gases ,,4/27/2021 14:25:00,,Pending,
Rajasthan,Jodhpur,30,520,9829025500,Anil Bhai Thamwardas Chotelal,,5/4/2021 16:42:10,,Call again,
Delhi (NCT),New Delhi,12,158,9448483854,"Amogh Gases Pvt. Ltd. Monu, Oxygen Supplier",,5/1/2021 18:04:00,,Call again,
Karnataka,Belagavi (Belgaum),19,281,9848023353,Lifecare Medical Gases Belgaum Oxygen Pvt. Ltd.,,4/30/2021 17:40:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9835420734,Gayatri Gases Oxygen Cylinders,,4/30/2021 17:40:00,,Call again,
Uttar Pradesh,Lucknow,35,657,6394905855,Oxygen Cylinder Kanpur,,4/24/2021 17:20:00,,Call again,
Gujarat,Surat,14,200,9101346211,Assam Air Products Pvt. Ltd. Verni Gas,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9925246680,Lalan Gas Umpire Gases,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,7776823823,Arnichem Industries Abdul Saboor,8484070000,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9824348902,Pawan Industrial Gases in Kalkaji (Paras),,4/27/2021 14:25:00,,Pending,
Telangana,Hyderabad,33,571,9322988561,Galaxy Industrial Gases Oxygen Cylinders (no other name given),,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9320032333,Nameless ,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Kanpur Nagar,35,651,9560123835," Chaman gas agency, Dada Nagar",,5/1/2021 19:00:00,,Call again,
Maharashtra,Mumbai City,22,378,7999998217, Tharad Tristithik Jain Sangh,,4/27/2021 14:25:00,,Pending,
Tamil Nadu,Erode,32,543,99007065640,Pioneer Lifecare Systems Sri Sharadha Pmesh- wari Gases,7947200000,5/1/2021 11:57:00,,Invalid,
Punjab,Ludhiana,29,489,9737276902,Jay Gayatri ,,4/22/2021 12:44:00,,Call again,
Maharashtra,Mumbai City,22,378,9, Ibrahim,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9918105608, Jamiat Ulama (Frazer Town),,4/27/2021 14:25:00,,Pending,
Haryana,Yamunanagar,15,222,9821599322,"Prashant Bhai / Kirti Bhai, Veer Foundation Arun Oxygen Limited",9819510000,4/27/2021 14:25:00,,Pending,
Maharashtra,Kolhapur,22,376,9900256810,M.S.P.L. Gases Devi Patil Gases,9611580000,,,Pending,
Maharashtra,Thane,22,394,9816030033,Mandav Air Products SK Gases,,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,6204867980,Atif Shifa Hospital Bank,,4/27/2021 14:29:00,,Available and verified,
Maharashtra,Mumbai City,22,378,9444003856,Barath Oxygen Dinesh Bhai,8778730000,4/30/2021 20:02:00,,Call again,
Chhattisgarh,Raipur,10,148,7999814096,Sheikh Kabeer Kureshi ,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Kanpur Nagar,35,651,7905081817,Kanpur Dehat area ,,5/4/2021 17:00:29,,Call again,
Maharashtra,Mumbai City,22,378,8450959593,Pixel Tech Security (PTSPL Life) Nitin Oxygen,,4/27/2021 14:25:00,,Pending,
Rajasthan,Ajmer,30,500,9214173658,Subhash Bhatted Ajmer Gases,,4/27/2021 14:25:00,,Pending,
Punjab,Ludhiana,29,489,9825006834,Ramesh Patel ,,4/22/2021 12:43:00,,Call again,
Maharashtra,Mumbai City,22,378,9820885185,Foundation - Borivali,,5/1/2021 12.29PM,,Available and verified,
Maharashtra,Dhule,22,370,9386910621,National Gases (Kankarbagh) Shriram Agencies,,4/27/2021 14:25:00,,Pending,
Gujarat,Gandhinagar,14,180,8826674242,Multan Air Products Sunil Patel,,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,9860314400,Ravindra Oxygens Pvt. Ltd. National Machine Tool (Kankarbagh),,4/27/2021 14:25:00,,Pending,
Maharashtra,Solapur,22,393,9819985860,Nameless Arnichem Industries,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9740272787,Jamiat Ulama (Electronic City) Oxygen department,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9835420734,Satyavadi Raja Harsihchandra Hospital,011-27787304,5/1/2021 23:17:07,,Pending,
Gujarat,Jamnagar,14,182,9049809998,Sunny Industrial Gases Pvt. Ltd. Oxygen,9373900000,4/27/2021 14:25:00,,Pending,
Madhya Pradesh,Indore,21,332,9826600085,Shailendra ,,2021-05-08T15:00:09.380Z,,verified and available,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9820045663,"GIRISH BHAI, JAWAHAR BHAI [Requested]",8369020000,4/30/2021 19:56:00,,Call again,
Tamil Nadu,Salem,32,555,9825011158,Maruti Gases Sri Balaji Enterprises,,5/1/2021 12.29PM,,Invalid,
Tamil Nadu,Coimbatore,32,539,9416341441,Aggrawal Gases & Industries Kovai Air product,,5/1/2021 12:30:00,,Call again,
Maharashtra,Mumbai City,22,378,9386718126,Prasad Gas Agency Oxygen center,,5/1/2021 20:38:42,,Call again,
Maharashtra,Raigad,22,388,9825745253,Nameless Raigad Gases,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9094001166,"Tamil Air Products Pvt. Ltd. JUGAL BHAI, BHAVI BHAI",,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Jhansi,35,648,8018008021,Sikhaid -Satbir Pal Agency,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9792925252,"Oxygen Can Aliganj, Lucknow",,4/24/2021 17:37:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9894045733,Rajee Gases Pai Air Products,,4/27/2021 14:25:00,,Pending,
Maharashtra,Aurangabad,22,365,7727825563,Himalayan Air Products Sagar Gases Pvt. Ltd.,9435760000,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,9873191894,"Monu, Oxygen Supplier Prasad Oxygen",,4/27/2021 14:25:00,,Pending,
Jammu & Kashmir (UT),Srinagar,17,253,8329856912,"HARDIK BHAI, DIPESH BHAI North End Enterprises",9320040000,4/27/2021 14:25:00,,Pending,
Haryana,Gurgaon,15,206,9443232741,Adhiyaman Gases Deep,,4/27/2021 14:25:00,,Pending,
Madhya Pradesh,Indore,21,332,7879728854,Vishwajeet ,,5/4/2021 16:40:53,,Available and verified,
Haryana,Faridabad,15,204,9667221130,Oxygen concentrator Tarun Indian Oxygen concentrator,,5/2/2021 17:59:32,,Invalid,
West Bengal,Kolkata,37,707,9007427926,Aryan Aryan Oxygen Service,,5/4/2021 17:09:44,,Call again,
Delhi (NCT),New Delhi,12,158,9818679113,Sri Sukhmani society ,,4/22/2021 12:43:00,,Call again,
Gujarat,Sabarkantha (Himmatnagar),14,195,9236752114,Kanpur Dehat Pawan Industrial Gases,,5/1/2021 15:38:23,,Pending,
Tamil Nadu,Chennai,32,538,9828931071, Barath Oxygen,,5/1/20213:16 PM,,Call again,
Delhi (NCT),New Delhi,12,158,9057507489,Oxygen Refilling Mundka,,,,verified,refill
Rajasthan,Jaipur,30,515,9971322842,Raghav Maheshwari ,,4/24/2021 17:23:00,,Call again,
Uttar Pradesh,Lucknow,35,657,9044430619,Vasu Gas,,,,unreachable,cylinder
Bihar,Patna,8,112,9985636501,Mohd Karim Gangotri,,4/27/2021 14:25:00,,Pending,
Maharashtra,Thane,22,394,9827233147,"Ramesh Mandola Groups: Rasik Bhai / Damji Bhai, Veer Foundation",,4/27/2021 14:25:00,,Pending,
Madhya Pradesh,Indore,21,332,9893954001,Dheeraj ,,5/4/2021 16:27:34,,Invalid,
Uttar Pradesh,Kanpur Nagar,35,651,9707056937,Assam Air Products Pvt. Ltd. Murari gas service,,4/27/2021 14:25:00,,Pending,
Jharkhand,Ranchi,18,274,9162402852,AMAN ---,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9027875400, individual,,4/28/2021 11:12:00,,Available and verified,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9837100445,BABA gases Jamia Ghaisul Huda,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9825061148,"Nova Industrial Gas Ravi Pai, Pai air products",,4/30/2021 17:40:00,,Call again,
Uttar Pradesh,Lucknow,35,657,9500173570,Indhra Medical Gases ,,4/27/2021 14:25:00,,Pending,
Gujarat,Vadodara,14,198,9322988561,Galaxy Oxygen Urmi Oxygen,,5/1/2021 21:24:24,,Call again,
Haryana,Gurgaon,15,206,9599428757,Ravi Gas agency ,,5/4/2021 16:10:30,,Call again,
Madhya Pradesh,Indore,21,332,8770100518,Jeetu balanii ,,5/4/2021 16:20:32,,Call again,
Delhi (NCT),New Delhi,12,158,9310363696,Sri Sukhmani society ,,4/27/2021 14:28:00,,Call again,
Uttar Pradesh,Allahabad,35,610,7987555260,Rewa Gases ,9425200000,4/27/2021 2:25pm,,pending (not verified),
Uttar Pradesh,Kanpur Nagar,35,651,9419241151,Kashmir Gas Panki,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9554544144,Prachi Jain (Refill) Talkatora industrial area Lucknow,,4/27/2021 14:23:00,,Invalid,
Rajasthan,Jaipur,30,515,7062544444,Prashant Atri Raashi Air Products,,4/30/2021 20:48:00,,Call again,
Delhi (NCT),New Delhi,12,158,9999777754,Shivangi - Max homecare Max homecare,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,8400600800,SSB Medicare ,,4/25/2021 15:58:00,,Call again,
Delhi (NCT),New Delhi,12,158,9448011198,Sanjivini Medical Systems Empty Oxygen cylinder,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9334114401,Kumar Enterprises Oxygen Cylinders,,4/27/2021 14:25:00,,Pending,
West Bengal,Kolkata,37,707,8918760223,Pritish dutta ,,5/4/2021 17:18:41,,Invalid,
Punjab,Ludhiana,29,489,918048861379,R&D Impex International R&D Impex International,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9415019134,Avadh Gas Agency,,,,unreachable,refill & cylinder
Karnataka,Bengaluru (Bangalore) Urban,19,283,9910326741,OXYGEN Indsurgical Inc,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Allahabad,35,610,79875552600,Rewa Gases ,9425200000,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9844156835,Indsurgical Inc Shree T. A. K. L. Jain Gyan Mandir trust,,4/27/2021 2:25pm 5/1/2021 12:55 PM,,Call again,
Uttar Pradesh,Mathura,35,661,9334050455,Babu Gas Agency (Kankarbagh) Universal gases,,4/27/2021 14:25:00,,Call again,
Maharashtra,Pune,22,387,9371015703,Rajesh Pune Air Products,8048718876,4/27/2021 14:30:00,,Available and verified,
Delhi (NCT),New Delhi,12,158,9663305474,Allcare Medical systems Kanhaiya,,4/27/2021 14:25:00,,Call again,
Maharashtra,Mumbai City,22,378,8828164848,Abrar Siltory ,,4/27/2021 14:29:00,,Available and verified,
Punjab,Ludhiana,29,489,8048861379,R&D Impex International,,,,verified,cylinder
Delhi (NCT),New Delhi,12,158,7947211053,Medicon Bhagirathi palace ,,4/27/2021 14:31:00,,Invalid,
Delhi (NCT),New Delhi,12,158,9911929694,Kuber Surgicals ,,4/27/2021 14:33:00,,Pending,
Maharashtra,Mumbai City,22,378,955454414,10L cylinders Maharashtra Health care,,4/27/2021 2:25pm,,pending (not verified),
Bihar,Patna,8,112,9892005199, Kirti Enterprises (JamalRoad),,4/27/2021 14:25:00,,Pending,
West Bengal,North 24 Parganas,37,711,9123319819, Jibandan Medical,9163437940,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Kanpur Nagar,35,651,7275478391,Deepak Gas plant ,,5/4/2021 16:54:41,,Invalid,
Nagaland,Dimapur,26,433,9820257997,Adi Pia Enterprises BMA Liquid Air,,4/27/2021 14:25:00,,Pending,
Jharkhand,Ranchi,18,274,9431359714,SK GasMandal Ji SK Gas,,4/27/2021 14:25:00,,Pending,
Punjab,Ludhiana,29,489,7383472754,Jay ,,4/22/2021 12:44:00,,Call again,
Uttar Pradesh,Varanasi,35,682,7992239149,Vidhya Gas ,,5/1/2021 20:30:00,,Pending,
Maharashtra,Mumbai City,22,378,7947351897,Well Care Oxygens JAGDUSHA GHATKOPAR WEST,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9919192260,Kaushal katiyar Maruti Hospital & Trauma Centre (TrueCaller),,4/24/2021 17:39:00,,Call again,
Chhattisgarh,Raipur,10,148,8305163972,yogeshwar sinha ,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9889556666,Kay Tree Welding Gasses ,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9343565554,Lakshmi CryogenicsPvt. Ltd. Rudransh Arora,7204340000,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9334486903,Ramesh Mahajan Ketee Welding,,4/27/2021 14:25:00,,Pending,
Maharashtra,Pune,22,387,9769564544,Kaushik oxygen ,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9810475170,Oxygen Super Pharma,,4/27/2021 14:25:00,,Pending,
Gujarat,Jamnagar,14,182,9998001581,Oxygen Entrusted,,4/30/2021 17:00:00,,Pending,
Karnataka,Koppal,19,298,9449829060,"Gadag Oxygen DHAVAL BHAI, NISHIT BHAI",,4/27/2021 14:25:00    5/1/2021  12:36 pm,,Available and verified,
Bihar,Patna,8,112,9835287776,Santosh Mishra ,,4/27/2021 14:33:00,,Pending,
Gujarat,Vadodara,14,198,9443343109,Murugan Gas Agency Nameless,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9211162600,Marwari yuwa manch ,9953545358,4/22/2021 12:53:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,8025483641,Naasih Educational Trust & Jamiat Ulama Peenya Industrial Gases,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Kanpur Nagar,35,651,8220182828,Peenya Industrial Gases Oxygen plant,,2021-05-01 18:35:00,,Call again,
Himachal Pradesh,Hamirpur,16,225,919889843000,Rohit Agarwal Rimjhim Ispat Ltd.,,4/30/2021 20:56pm,,Invalid,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9998001581,Oxygen Entrusted,,4/27/2021 2:25pm,,pending (not verified),
Punjab,Ludhiana,29,489,7567650923,Jay Gayatri ,,4/22/2021 12:43:00,,Call again,
Tamil Nadu,Coimbatore,32,539,9442614587,Oxygen Concentration (no other name given) Covai Air Products,,5/1/2021 12:30:00,,Available and verified,
Delhi (NCT),New Delhi,12,158,9899930828,Star special air gases private limited ,7703940131,4/27/2021 14:25:00,,Pending,
